STORE_NBR,YEARMONTH,totSales,nCustomers,nTxn,nChips,nTxnPerCust,nChipsPerTxn,avgPricePerUnit
3,2018-09,1021.5,102,119,232,1.1666666666666667,1.949579831932773,4.4030172413793105
3,2018-10,1037.9,104,119,235,1.1442307692307692,1.9747899159663866,4.416595744680851
3,2018-11,1008.0,101,118,227,1.1683168316831682,1.923728813559322,4.440528634361233
3,2018-12,1121.6,111,129,255,1.162162162162162,1.9767441860465116,4.39843137254902
3,2019-01,1051.7,102,119,236,1.1666666666666667,1.9831932773109244,4.45635593220339
3,2019-02,1197.7,116,136,272,1.1724137931034482,2.0,4.403308823529412
3,2019-03,1124.4,109,129,255,1.18348623853211,1.9767441860465116,4.409411764705883
3,2019-04,920.0,90,108,207,1.2,1.9166666666666667,4.444444444444445
3,2019-05,996.9,108,123,234,1.1388888888888888,1.9024390243902438,4.26025641025641
3,2019-06,1037.3,105,120,238,1.1428571428571428,1.9833333333333334,4.358403361344537
4,2018-07,1399.9,128,158,318,1.234375,2.0126582278481013,4.402201257861636
4,2018-08,1259.5,123,150,290,1.2195121951219512,1.9333333333333333,4.343103448275862
4,2018-09,1198.6,119,136,276,1.1428571428571428,2.0294117647058822,4.342753623188406
4,2018-10,1346.4,123,153,310,1.2439024390243902,2.026143790849673,4.343225806451613
4,2018-11,1212.0,118,138,278,1.1694915254237288,2.0144927536231885,4.359712230215828
4,2018-12,1185.6,104,133,266,1.2788461538461537,2.0,4.457142857142856
4,2019-01,1525.0,134,167,335,1.2462686567164178,2.0059880239520957,4.552238805970149
4,2019-02,883.4,91,101,204,1.10989010989011,2.01980198019802,4.330392156862745
4,2019-03,1192.4,118,135,270,1.1440677966101696,2.0,4.416296296296297
4,2019-04,1230.5,116,136,273,1.1724137931034482,2.0073529411764706,4.507326007326007
4,2019-05,1018.35,105,126,228,1.2,1.8095238095238095,4.466447368421052
4,2019-06,1196.0,118,134,268,1.1355932203389831,2.0,4.462686567164179
5,2018-07,812.0,93,120,240,1.2903225806451613,2.0,3.3833333333333333
5,2018-08,745.1,97,112,213,1.1546391752577319,1.9017857142857142,3.4981220657276997
